327911257179037700,-2.6144989,53.39158665
327911294273458200,-6.35024356,38.92608813
327911254746361860,-3.1480239,56.17434427
327911223377145860,-2.42234493,53.83330154
327910821864812540,-96.81299795,32.80546188
327911020054069250,-73.84974182,42.6891399
327911040941686800,-2.22094539,51.24702175
327910845608763400,-86.03326005,39.74170571
327910893608370200,-84.50110959,38.03486
327910843821989900,-5.52989239,54.6076175
327910762947412000,1.16877963,52.05340423
327910692139196400,-86.37386958,43.69587473
327910691426168800,-96.40861385,30.16040382
327910683100463100,-83.90836188,34.06518663
